ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,DATE,VALIDON,VALIDTO,AREA_SQKM
Jama,ET030414,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1048.922607
Were Ilu,ET030415,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,737.7658081
Wegde,ET030416,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1121.750488
Kombolcha town,ET030417,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,132.2396851
Dessie town,ET030418,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,199.0404816
Mehal Sayint,ET030419,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,600.5637207
Legehida,ET030420,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,533.6211548
Mekdela,ET030421,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1492.564697
Worebabu,ET030422,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,751.006958
Wereilu town,ET030423,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3.353997946
Wegel tena town,ET030424,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,5.429162025
Degolo town,ET030425,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3.82534647
Kelala town,ET030426,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2.032848835
Akeseta town,ET030427,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,10.41700459
Tulu Awlia,ET030428,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1.874908328
Harbu town,ET030429,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2.475874186
Mekane Selame,ET030498,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,9.691361427
Hike town,ET030499,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1.966790915
Mida Woremo,ET030501,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,848.0247803
Merhabete,ET030502,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1045.210327
Ensaro,ET030503,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,451.6723328
Moretna Jiru,ET030504,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,662.4498901
Menze Gera Midir,ET030505,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1109.022217
Gishe Rabel,ET030506,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,659.2355347
Antsokiya,ET030507,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,372.4043579
Eferatana Gidem,ET030508,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,511.1161194
Menze Mama Midir,ET030509,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,649.4631958
Tarema Ber,ET030510,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,560.6464233
Mojan Wedera,ET030511,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,618.6530151
Kewet,ET030512,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,756.6260986
Angolelana Tera,ET030513,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,807.536438
Assagirt,ET030514,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,499.9368591
Ankober,ET030515,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,707.9985352
Hagere Mariam,ET030516,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,646.9179688
Berehet,ET030517,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,772.2942505
Minjar Shenkora,ET030518,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1724.384766
Basona Worena,ET030519,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1215.284302
Debre Berhan town,ET030520,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,146.378067
Menze Keya Gabriel,ET030521,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,544.8145752
Menze Lalo Midir,ET030522,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,381.9233093
Siya Debirna Wayu,ET030523,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,463.71875
Tulefa town,ET030524,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,68.02599335
Arerti town,ET030525,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1.915489912
Molale town,ET030526,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1.396369219
Debre Sina town,ET030527,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,4.949496746
Shoa Robit,ET030595,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,9.930579185
Mehale Meda town,ET030597,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,4.013375282
Ataye town,ET030598,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,6.031218052
Aleme Ketma town,ET030599,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,4.282333374
Bibugn,ET030601,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,399.9258118
Hulet Ej Enese,ET030602,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1490.757324
Goncha Siso Enebse,ET030603,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,451.7799377
Enebse Sarmder,ET030604,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1061.967651
Enarj Enawga,ET030605,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,930.1148682
Enemay,ET030606,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,729.9310913
Debay Telatgen,ET030607,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,626.4552612
Debre Elias,ET030608,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1192.757446
Michakel,ET030609,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,734.5820923
Guzamn,ET030610,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1177.500244
Baso Liben,ET030611,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1145.519775
Awabel,ET030612,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,809.1446533
Dejen,ET030613,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,624.8238525
Shebel Bernta,ET030614,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,900.4370728
Debre Markos town,ET030615,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,65.84210205
Senan,ET030616,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,436.6038208
Aneded,ET030617,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,682.3995972
Amanuel town,ET030618,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2.246661186
Sedae,ET030619,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,583.1414795
Gundwoin town,ET030620,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3.869063377
Debrework town,ET030621,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3.328442812
Lumame town,ET030622,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1.52940464
Merto Lemariyam town,ET030623,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,13.94171715
Mota Town,ET030694,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,6.595652103
Dejen town,ET030698,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2.587816954
Bechena Town,ET030699,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3.526092052
Semen Achefer,ET030701,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1151.93335
Bahirdar Zuria,ET030702,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1443.367798
Yilmana Densa,ET030703,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,922.7816162
Mecha,ET030704,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,546.5092773
Sekela,ET030705,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,765.9284668
Quarit,ET030706,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,603.0355225
Dega Damot,ET030707,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,831.4240112
Dembecha,ET030708,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,964.3662109
Jabi Tehnan,ET030709,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1197.040405
Bure (AM),ET030710,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,800.7944336
Wemberma,ET030711,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1377.036255
Bahir Dar town,ET030712,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,213.4393768
Debub Achefer,ET030713,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1100.111084
Finote Selam town,ET030714,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,42.64903259
Debub Mecha,ET030715,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,935.3660278
Shendi town,ET030716,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1.804899454
Denbecha town,ET030717,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,6.92479229
Gonje,ET030718,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,633.914856
Dure Bete,ET030719,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1.998425245
Jiga town,ET030720,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3.409889698
Merawi town,ET030797,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2.882953644
Bure town,ET030798,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,12.44593525
Adete town,ET030799,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3.921854734
Zequala,ET030801,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1727.453613
Sekota,ET030802,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1249.631958
Dehana,ET030803,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1643.437988
Gaz Gibla,ET030804,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1031.829224
Abergele (AM),ET030805,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1575.207886
Sahila,ET030806,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1145.213135
Sekota town,ET030807,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,100.9118271
Tsagbeji,ET030808,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,443.994812
Amde Work town,ET030809,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,0.888815463
Dangila,ET030901,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,909.8754272
Banja,ET030902,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,479.9111328
Ankasha,ET030903,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,497.3442688
Guangua,ET030904,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2341.561523
Fagta Lakoma,ET030905,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,651.008606
Jawi,ET030906,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3288.088379
Guagusa Shikudad,ET030907,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,292.592865
Ayehu Guwagusa,ET030908,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,537.9799194
Agew Gimija Bet,ET030909,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,8.215186119
Adiss Kidame town,ET030910,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2.051751375
Tilili town,ET030911,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3.341667652
Fendika town,ET030912,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1.452431202
Injibara town,ET030996,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,27.88924599
Zigem,ET030997,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2.796360731
Dangila town,ET030998,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,9.061182022
Chagni town,ET030999,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,17.32002831
Dewa Cheffa,ET031001,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,652.7728882
Bati,ET031002,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1212.116089
Jilye Tumuga,ET031003,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,889.1177979
Artuma Fursi,ET031004,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,611.550293
Dewa Harewa,ET031005,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,439.0249634
Kemisie town,ET031006,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3.753911018
Chef Robit town,ET031007,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1.597720027
Senbete town,ET031008,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1.162037849
Bati Town,ET031099,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3.636154413
Amba Giorgis town,ET031103,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,8.214009285
Shawra town,ET031104,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2.801172495
Kolla Debba town,ET031105,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3.197587729
Chilga 1,ET031106,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,719.0040894
Tegede,ET031107,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1879.397217
Lay Armacho,ET031108,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1059.351196
Wegera,ET031109,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1230.264282
Gonder Zuria,ET031110,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1107.993042
East Dembia,ET031111,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,479.9930725
Chilga 2,ET031112,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,748.1080933
Alefa,ET031115,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1957.476196
West Belesa,ET031116,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1258.305054
East Belesa,ET031117,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1421.424438
Gondar town,ET031118,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,292.3973389
Masero Denb /Central Armacho,ET031119,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1485.255249
Tach Armacho,ET031120,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1342.411133
Takusa,ET031121,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1947.668823
Kinfaz Begela,ET031122,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1782.44873
West Dembiya,ET031125,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,778.5386963
Aykel town,ET031199,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2.988667488
Adagn Ager Chaqo,ET031205,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1482.082764
Mirab Armacho,ET031206,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1488.777588
Metema,ET031213,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,5325.991211
Quara,ET031214,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,8441.307617
Midre Genet,ET031223,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,9.585414886
Metema Yohanes town,ET031224,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,9.035542488
Gendawuha town,ET031292,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,11.37905407
Mana Sibu,ET040101,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1806.884888
Nejo,ET040102,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,645.3501587
Gimbi,ET040103,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,899.8009033
Lalo Asabi,ET040104,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,378.5068054
Kiltu Kara,ET040105,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,419.232666
Boji Dirmeji,ET040106,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,498.7340698
Ayira,ET040107,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,514.2313843
Jarso (West Wellega),ET040108,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,469.6402588
Gudetu Kondole,ET040109,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1262.869873
Boji Chekorsa,ET040110,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,343.2857666
Babo,ET040111,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,898.1195068
Yubdo,ET040112,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,307.9465637
Gaji,ET040113,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,302.1944275
Haru,ET040114,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,463.48526
Nole Kaba,ET040115,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,631.312439
Begi,ET040116,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,866.1085205
Homa,ET040117,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,90.66436005
Sayo Nole,ET040118,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,613.166626
Guliso,ET040119,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,577.2892456
Gimbi town,ET040193,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,30.02592659
Leta Sibu,ET040197,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,290.4375
Mendi town,ET040198,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,34.13732147
Nejo town,ET040199,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,26.96237183
Limu (OR),ET040201,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1101.115234
Ibantu,ET040202,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,826.824707
